"Auto","Hete","Mixo","ID","Partition_A","Partition_B","Partition_C","Partition_D","Highlight"
3110900,0,0,"g531.t2","turquoise","black","turquoise",4,0.000236435178105819
838300,5910900,1331700,"g5317.t1","blue","blue","grey",13,0
0,0,910430,"g5385.t1","brown","brown","blue",1,0.00871850889561233
0,286690,271450,"g5398.t1","turquoise","black","grey",16,8.18080091253394e-05
1168600,728470,1120100,"g5425.t1","blue","blue","grey",13,0.10347378697469
5735800,1370700,3342000,"g543.t1","yellow","blue","grey",11,0.0247390900786904
857210,1234500,1800400,"g5435.t1","pink","brown","grey",6,0.00170868501329166
534960,1505300,598980,"g5476.t1","blue","blue","grey",13,0
2502500,1504700,1096800,"g5477.t1","turquoise","black","grey",7,0.00399640827556977
16479000,18467000,20899000,"g5481.t1","pink","brown","grey",6,0.00172318997944864
10798000,11090000,17864000,"g5485.t1","brown","brown","grey",1,1.27643702181381e-05
0,12500000,0,"g5525.t1","blue","blue","brown",12,0.202783010679182
12948000,10775000,8275200,"g5567.t1","pink","brown","grey",6,0
27003000,27472000,15311000,"g5636.t1","brown","brown","grey",8,0
9520400,0,0,"g5699.t1","turquoise","black","turquoise",4,0.000120655350587355
21613000,114610000,62878000,"g5704.t1","yellow","blue","grey",2,0.000299672600803105
0,2362600,0,"g5726.t1.g5726.t2","blue","blue","brown",12,1
1446700,0,0,"g5736.t1","turquoise","black","turquoise",4,0.000258398114361839
511840,0,0,"g5737.t1","turquoise","black","turquoise",4,0.000426199527196286
10209000,6241900,9112900,"g5744.t1","green","green","grey",2,8.35486050641764e-05
2208800,0,0,"g5775.t1","turquoise","black","turquoise",4,0.000241704406702853
0,253240,0,"g5777.t1","blue","blue","brown",12,0.174087262966081
1535400,5592700,4644700,"g5809.t1","black","black","grey",5,0.0649425047759782
5458400,2904400,3108400,"g5810.t1","turquoise","black","grey",16,0.0385507188533621
0,317080,0,"g5818.t1","blue","blue","brown",12,0.222943520820407
1775300,1417700,3469100,"g5830.t1","brown","brown","grey",8,0
1238700,6220100,2160100,"g5859.t1","green","green","grey",14,0.0260010221343472
1461400,4057900,2032300,"g5860.t1","green","green","grey",14,0
0,2700800,0,"g587.t1","blue","blue","brown",12,2.82220393696553e-06
1057400,1917600,1042900,"g591.t1","blue","blue","grey",12,5.65693680122027e-05
415960,0,343900,"g5924.t1","green","green","grey",14,0
1495000,2139100,1692000,"g5982.t1","green","green","grey",2,0.0518662777854652
73607000,70116000,41870000,"g606.t1","brown","brown","grey",6,0
1239400,0,0,"g6071.t1","turquoise","black","turquoise",4,0.000332618320540202
443060,1182900,1693100,"g6103.t1","magenta","brown","grey",7,8.70297969418504e-07
2583500,0,2342600,"g6109.t1","blue","blue","grey",13,7.51357246931308e-05
2241100,5441100,4300300,"g6113.t1","yellow","blue","grey",9,0.0234313223299775
34074000,15015000,30768000,"g6135.t1","green","green","grey",14,9.10911874658034e-05
1158300,0,0,"g6144.t1","turquoise","black","turquoise",4,0.000356013622204223
0,921850,1469300,"g6193.t1","magenta","brown","grey",7,5.80198646279003e-07
1069400,769650,952020,"g6200.t1","yellow","blue","grey",2,0
579470,0,0,"g6230.t1","turquoise","black","turquoise",4,0.00030718864481844
3003600,7034800,2688100,"g6258.t1","blue","blue","grey",10,0.066813645410228
4114900,4320900,3141600,"g630.t1","brown","brown","grey",8,0.0151600104286241
1789200,8300600,3980200,"g6301.t1","green","green","grey",2,0
